No,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블 시도,드리블 성공,패스 시도,패스 성공,키패스,전방 패스 시도,전방 패스 성공,후방 패스 시도,후방 패스 성공,횡패스 시도,횡패스 성공,공격지역패스 시도,공격지역패스 성공,수비지역패스 시도,수비지역패스 성공,중앙지역패스 시도,중앙지역패스 성공,롱패스 시도,롱패스 성공,중거리패스 시도,중거리패스 성공,숏패스 시도,숏패스 성공,크로스 시도,크로스 성공,경합 지상 시도,경합 지상 성공,경합 공중 시도,경합 공중 성공,태클 시도,태클 성공,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,대회년도,대회명,팀명,경기명,라운드,상대팀명
6,서민우,MF,16,98,0,0,4,0,2,2,4,0,0,1,0,0,2,1,35,27,1,16,11,7,7,12,9,7,5,8,7,20,15,1,1,15,11,19,15,2,1,2,1,2,2,4,1,5,4,6,10,4,1,1,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
7,김봉수,MF,15,98,0,0,1,0,1,0,0,1,0,0,0,0,0,0,37,35,2,14,13,11,11,12,11,10,9,8,8,19,18,0,0,14,14,23,21,0,0,1,1,1,0,4,0,5,2,3,8,2,0,1,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
8,이동경,MF,34,98,0,0,4,3,0,1,2,2,0,0,6,0,0,0,34,31,1,9,7,11,11,14,13,24,22,2,2,8,7,1,1,4,4,29,26,4,1,1,0,0,0,2,0,0,0,0,12,0,1,0,0,1,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
9,유강현,FW,18,62,0,0,2,0,1,1,1,1,2,0,0,0,1,0,25,17,1,6,5,7,5,12,7,13,8,0,0,12,9,1,0,4,4,20,13,0,0,2,1,5,2,4,0,0,0,0,5,0,0,1,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
10,모재현,FW,27,62,0,0,2,0,1,1,2,0,0,0,0,0,0,0,28,26,1,10,10,9,7,9,9,15,14,4,3,9,9,1,1,6,5,21,20,4,0,1,1,1,1,4,1,1,0,1,10,2,1,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
11,김대원,FW,22,88,0,0,5,1,2,2,2,3,0,0,2,0,0,0,20,15,0,9,5,7,7,4,3,15,10,1,1,4,4,0,0,5,3,15,12,7,1,1,0,0,0,4,0,0,0,3,3,3,2,2,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
12,추상훈,대기,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
13,박찬용,대기,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
14,박상혁,대기,49,36,1,0,2,2,0,0,2,0,1,0,0,0,0,0,9,7,0,2,2,3,3,4,2,2,1,1,1,6,5,0,0,3,3,6,4,0,0,3,1,8,1,2,0,2,0,0,3,0,0,1,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
15,김승섭,대기,50,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
16,이상민,대기,30,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
17,김동헌,대기,21,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
18,이진용,대기,28,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
19,최기윤,대기,29,36,1,0,1,1,0,0,1,0,0,0,0,0,1,1,5,2,1,1,0,1,1,3,1,2,1,0,0,3,1,1,0,0,0,4,2,2,1,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
20,오인표,대기,44,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,6,1,8,4,1,1,2,1,2,1,3,0,6,5,0,0,6,4,5,2,0,0,0,0,1,1,1,1,3,0,1,4,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
1,김동헌,GK,21,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,34,28,0,22,16,0,0,12,12,0,0,34,28,0,0,12,6,15,15,7,7,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
2,박대원,DF,48,72,0,0,0,0,0,0,0,0,0,0,0,8,0,0,39,29,2,19,9,9,9,11,11,11,9,7,5,21,15,3,1,15,10,21,18,4,2,1,0,2,1,3,3,0,1,1,6,1,0,3,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
3,박승욱,DF,25,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,56,1,40,30,8,8,18,18,3,3,16,15,47,38,9,4,33,29,24,23,1,1,1,0,4,2,1,0,3,0,2,8,4,0,2,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
4,김민덕,DF,20,103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,58,53,0,26,23,7,7,25,23,2,1,20,18,36,34,14,10,21,21,23,22,0,0,0,0,6,4,1,1,7,0,2,6,2,0,0,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
5,박수일,DF,23,92,0,0,3,0,1,2,1,2,0,0,0,13,1,0,49,36,0,16,6,16,16,17,14,24,19,6,4,19,13,6,0,13,11,30,25,3,1,1,1,3,3,0,0,3,0,3,5,2,0,1,1,1,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
6,김봉수,MF,15,103,0,0,1,1,0,0,0,1,0,2,0,0,1,0,69,66,0,29,26,7,7,33,33,10,8,4,4,55,54,9,9,28,28,32,29,0,0,0,0,2,1,3,0,0,1,1,7,1,0,1,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
7,이동경,MF,34,50,0,0,1,0,0,1,0,1,0,1,0,0,1,0,19,16,0,4,3,9,9,6,4,9,8,0,0,10,8,0,0,6,4,13,12,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
8,서민우,MF,16,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,65,2,25,22,13,13,30,30,13,12,4,4,51,49,9,8,17,15,42,42,2,0,1,1,2,1,4,2,4,2,3,6,4,0,2,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
9,박상혁,FW,49,72,1,0,2,1,0,1,2,0,0,0,0,0,1,0,22,19,0,7,5,8,7,7,7,17,14,0,0,5,5,1,1,0,0,21,18,0,0,6,3,6,0,3,1,0,1,2,8,1,1,0,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
10,김대원,FW,22,103,0,0,1,1,0,0,1,0,0,0,2,0,0,0,30,28,0,7,6,11,11,12,11,15,14,1,1,14,13,0,0,12,11,18,17,4,1,1,1,0,0,3,2,0,1,0,4,5,2,0,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
11,모재현,FW,27,65,0,1,1,0,0,1,1,0,0,0,0,0,0,0,18,17,2,2,1,10,10,6,6,8,8,0,0,10,9,1,1,3,2,14,14,3,1,0,0,1,0,1,1,0,0,2,3,0,1,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
12,최기윤,대기,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,2,2,5,5,3,2,1,1,5,4,1,0,3,3,5,4,2,0,1,0,0,0,1,0,0,0,1,4,0,2,0,0,1,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
13,조현택,대기,33,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,9,0,3,2,5,5,2,2,5,5,2,2,3,2,2,1,4,4,4,4,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
14,유강현,대기,18,53,0,0,2,1,0,1,0,2,0,0,0,0,0,0,7,7,1,1,1,4,4,2,2,2,2,1,1,4,4,0,0,1,1,6,6,1,0,0,0,3,0,0,0,0,0,0,4,0,0,1,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
15,추상훈,대기,52,31,0,0,2,1,0,1,1,1,0,0,0,0,0,0,14,12,1,4,3,6,6,4,3,7,6,0,0,7,6,1,1,1,1,12,10,2,1,0,0,0,0,0,0,0,0,1,6,1,1,0,1,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
16,오인표,대기,44,11,0,0,1,0,0,1,1,0,0,0,0,2,0,0,3,3,0,1,1,2,2,0,0,2,2,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
17,정명제,대기,41,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
18,홍욱현,대기,35,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
19,이상민,대기,30,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
20,이진용,대기,28,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,21R / 인천(A),21R , 인천(A)
1,김동헌,GK,21,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,17,0,13,12,0,0,5,5,0,0,18,17,0,0,7,6,9,9,2,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
2,박수일,DF,23,99,0,0,1,0,1,0,1,0,0,1,0,15,0,0,62,56,0,28,22,16,16,18,18,19,17,13,9,30,30,4,4,23,20,35,32,7,0,4,3,3,2,0,0,3,1,7,10,2,1,0,1,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
3,박승욱,DF,25,99,0,0,0,0,0,0,0,0,0,5,0,0,0,0,95,87,1,61,54,7,6,27,27,7,6,32,28,56,53,3,1,42,40,50,46,0,0,1,0,2,1,2,0,2,1,3,17,2,1,1,1,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
4,박대원,DF,48,48,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,20,1,5,2,10,10,10,8,13,10,4,3,8,7,1,0,6,4,18,16,1,1,1,1,2,2,2,2,3,1,1,2,1,1,1,0,1,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
5,김민덕,DF,20,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,51,0,27,25,2,2,25,24,1,1,21,19,32,31,5,4,31,30,18,17,0,0,0,0,3,3,2,1,4,1,0,8,1,2,1,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
6,이동경,MF,34,99,0,0,4,2,0,2,2,2,0,5,5,0,1,0,51,43,0,15,11,12,10,24,22,21,18,6,5,24,20,2,1,9,8,40,34,11,1,1,1,1,0,1,0,0,1,0,7,1,2,0,2,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
7,서민우,MF,16,99,1,0,1,1,0,0,1,0,0,0,0,1,1,0,89,79,0,29,19,17,17,43,43,25,21,12,10,52,48,4,3,35,28,50,48,2,0,2,2,3,2,5,3,0,2,5,7,4,0,1,0,1,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
8,김봉수,MF,15,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,81,0,40,35,7,7,41,39,24,21,12,10,52,50,6,5,25,24,57,52,0,0,1,0,1,1,1,0,0,0,2,9,3,0,0,2,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
9,김대원,FW,22,48,0,0,1,0,1,0,0,1,0,0,2,0,0,0,13,12,0,3,3,6,6,4,3,9,9,1,1,3,2,0,0,3,3,10,9,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
10,모재현,FW,27,71,0,0,1,0,0,1,1,0,0,0,0,1,0,0,32,27,3,5,3,19,18,8,6,19,16,5,4,8,7,1,1,10,8,21,18,8,2,0,0,3,1,2,0,1,1,1,5,2,1,1,2,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
11,박상혁,FW,49,71,0,0,2,1,1,0,2,0,0,0,0,0,0,0,12,10,0,3,1,5,5,4,4,3,1,2,2,7,7,0,0,2,2,10,8,2,0,3,2,4,1,2,1,0,0,1,1,0,0,1,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
12,김승섭,대기,50,51,0,0,1,0,0,1,1,0,0,0,0,1,0,0,24,21,1,11,9,6,6,7,6,17,15,0,0,7,6,0,0,8,7,16,14,1,0,1,0,1,0,0,0,0,1,0,4,0,0,1,2,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
13,최기윤,대기,29,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,1,2,1,2,2,4,3,7,5,0,0,1,1,0,0,3,2,5,4,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
14,조현택,대기,33,51,0,0,0,0,0,0,0,0,0,0,1,2,0,0,21,21,3,4,4,10,10,7,7,14,14,3,3,4,4,1,1,6,6,14,14,11,1,2,2,3,2,1,1,0,1,1,1,1,0,0,1,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
15,원기종,대기,39,28,0,0,2,1,0,1,1,1,0,0,0,0,0,0,4,4,0,0,0,3,3,1,1,2,2,0,0,2,2,0,0,0,0,4,4,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
16,이진용,대기,28,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,9,1,4,3,4,4,2,2,5,5,2,1,3,3,0,0,2,1,8,8,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
17,정명제,대기,41,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
18,홍욱현,대기,35,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
19,이상민,대기,30,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
20,이현식,대기,43,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,22R / 수원FC(H),22R , 수원FC(H)
1,김동헌,GK,21,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,20,0,13,12,0,0,8,8,0,0,21,20,0,0,6,5,11,11,4,4,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
2,박수일,DF,23,100,0,0,3,2,0,1,1,2,0,0,0,13,0,0,74,66,2,30,26,15,13,29,27,32,26,15,14,27,26,4,3,22,21,48,42,8,1,0,0,5,2,3,0,2,1,2,20,1,1,0,1,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
3,박대원,DF,48,100,0,0,1,0,1,0,1,0,0,1,0,2,0,0,73,66,5,15,11,34,33,24,22,43,40,6,6,24,20,3,2,22,21,48,43,7,3,2,1,2,1,0,0,0,0,1,5,1,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
4,박승욱,DF,25,85,0,1,0,0,0,0,0,0,0,2,0,0,0,0,75,72,1,30,27,8,8,37,37,9,9,17,16,49,47,4,3,38,36,33,33,1,1,0,0,2,1,1,0,4,0,1,8,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
5,김봉수,DF,15,100,0,0,1,0,1,0,1,0,0,3,0,1,0,0,96,96,0,47,47,11,11,38,38,11,11,21,21,64,64,3,3,40,40,53,53,0,0,1,1,2,1,2,0,3,0,2,7,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
6,이동경,MF,34,93,1,0,6,3,0,3,2,4,0,1,3,0,0,0,48,43,2,15,11,17,17,16,15,29,27,0,0,19,16,1,1,18,15,29,27,2,0,0,0,1,0,0,0,0,0,0,7,0,2,1,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
7,맹성웅,MF,47,100,1,0,4,3,1,0,1,3,0,1,0,0,1,0,85,78,4,34,29,16,15,35,34,29,27,6,6,50,45,4,3,35,34,46,41,1,0,2,1,2,0,2,1,0,2,3,7,5,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
8,서민우,MF,16,85,0,0,1,0,0,1,1,0,0,1,0,0,0,0,83,79,2,28,26,21,21,34,32,30,27,8,8,45,44,5,3,33,32,45,44,1,0,1,1,2,0,5,2,2,1,2,4,1,0,3,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
9,모재현,FW,27,100,0,0,3,1,0,2,2,1,1,0,0,1,0,0,30,26,1,6,4,14,14,10,8,16,14,3,3,11,9,2,2,7,6,21,18,6,1,1,1,5,2,1,1,0,1,2,7,5,2,1,1,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
10,최기윤,FW,29,63,0,0,1,0,1,0,1,0,0,0,0,0,0,0,16,14,0,2,1,6,6,8,7,10,10,1,1,5,3,0,0,7,5,9,9,4,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
11,유강현,FW,18,63,0,0,2,0,0,2,1,1,0,0,0,0,0,0,12,9,1,5,3,2,2,5,4,5,4,0,0,7,5,0,0,3,2,9,7,1,0,1,1,3,2,0,0,0,0,0,1,0,1,2,1,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
12,이진용,대기,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,0,0,6,6,4,4,0,0,3,3,0,0,3,3,4,4,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
13,정명제,대기,41,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
14,김승섭,대기,50,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
15,조현택,대기,33,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
16,김강산,대기,38,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
17,박상혁,대기,49,37,1,0,3,2,0,1,3,0,0,0,0,0,0,0,8,6,1,3,2,4,3,1,1,6,5,1,0,1,1,0,0,2,1,6,5,0,0,0,0,1,1,1,0,0,0,0,4,0,0,1,1,1,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
18,김민덕,대기,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5,5,0,0,4,4,0,0,5,5,4,4,0,0,4,4,5,5,0,0,0,0,2,0,1,0,1,0,0,2,1,0,1,1,1,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
19,이상민,대기,30,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,6,6,3,2,5,5,5,5,3,3,6,5,0,0,5,5,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
20,김대원,대기,22,37,1,0,4,2,2,0,3,1,0,0,4,0,0,0,12,12,3,0,0,3,3,9,9,7,7,1,1,4,4,0,0,1,1,11,11,7,3,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,2024,하나은행 K리그1,김천,23R / 전북(H),23R , 전북(H)
1,김동헌,GK,21,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,34,30,0,17,13,0,0,17,17,0,0,34,30,0,0,8,4,15,15,11,11,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
2,박대원,DF,48,78,0,0,1,0,1,0,1,0,0,1,0,4,0,0,26,23,0,6,4,12,12,8,7,9,7,2,2,15,14,3,3,7,6,16,14,0,0,1,1,2,2,3,1,1,0,1,8,1,0,2,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
3,박승욱,DF,25,95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,92,84,0,46,38,1,1,45,45,3,3,20,20,69,61,13,9,36,33,43,42,0,0,3,2,3,0,3,0,3,3,2,3,3,0,0,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
4,박수일,DF,23,95,0,0,1,0,0,1,0,1,0,1,0,7,0,0,63,54,0,22,16,21,21,20,17,14,12,17,14,32,28,4,3,25,22,34,29,2,0,4,1,1,0,10,3,1,1,2,5,3,1,1,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
5,김봉수,DF,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,83,0,38,34,6,6,43,43,7,6,23,22,57,55,9,7,37,36,41,40,0,0,3,1,1,0,2,0,2,1,1,12,3,0,1,1,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
6,이동경,MF,34,83,0,0,2,1,1,0,1,1,0,1,1,0,0,0,33,24,1,9,3,17,15,7,6,10,5,0,0,23,19,3,0,9,8,21,16,4,1,1,1,0,0,0,0,0,1,0,4,1,1,2,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
7,맹성웅,MF,47,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,45,0,15,13,12,11,21,21,11,10,6,6,31,29,4,3,17,16,27,26,2,1,1,0,0,0,2,1,0,0,0,2,0,0,1,4,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
8,서민우,MF,16,95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50,41,2,24,17,9,7,17,17,15,11,4,4,31,26,3,3,17,15,30,23,1,0,1,1,3,3,2,1,0,3,1,4,0,2,2,1,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
9,최기윤,FW,29,46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,3,0,2,2,0,0,2,1,0,0,3,1,0,0,1,0,4,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
10,모재현,FW,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,2,2,11,11,5,4,6,5,1,1,11,11,1,1,4,4,13,12,3,0,1,1,1,1,0,0,0,0,2,4,0,1,3,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
11,유강현,FW,18,46,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9,7,0,1,1,5,4,3,2,1,1,0,0,8,6,0,0,1,1,8,6,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
12,조현택,대기,33,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,8,0,2,1,3,3,4,4,4,3,1,1,4,4,2,1,4,4,3,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2024,하나은행 K리그1,김천,24R / 서울(A),24R , 서울(A)
